steps,time,reward,delta,converged
1,0.0066357992037495706,0.6666666666666666,0.3333333333333333,False
2,0.006727491085683823,0.9814814814814814,0.1111111111111111,False
3,0.006674912524019305,1.1270576131687242,0.02932098765432098,False
4,0.006620089755443814,1.1856567215363512,0.010288065843621401,False
5,0.006651508652055327,1.2097904124117258,0.003250743026977594,False
6,0.007218010593945223,1.2196943847306192,0.0012074188385916788,False
7,0.006709858031470617,1.2237118410721979,0.0004246010199156613,False
8,0.006721399666972161,1.2253324376990493,0.00016275766030471924,False
9,0.006756986376373675,1.2259853554601752,5.945579913660881e-05,False
10,0.0067412769280679186,1.226248252625809,2.3037924126326735e-05,False
11,0.006706972622595231,1.2263538882757596,8.580737650816625e-06,True
