episode,length,time,reward,delta
0,270.0,0.023142261557950405,-1358.0,100.0
1,500.0,0.033248887033551,-2382.0,-0.13750000000000018
2,104.0,0.0072298728305213444,-202.0,50.0
3,181.0,0.012892006840047543,-576.0,25.0
4,99.0,0.007095861618381605,-98.0,12.5
5,55.0,0.003981864243542077,45.0,6.25
6,104.0,0.007532520161021239,-202.0,3.125
7,91.0,0.006715308248203655,-189.0,1.5625
8,163.0,0.012064856297001825,-954.0,0.78125
9,39.0,0.002977421354898979,-236.0,0.390625
10,22.0,0.0016773843576629588,78.0,0.1953125
11,88.0,0.006531603883559001,-285.0,0.09765625
12,41.0,0.0031082265568329603,59.0,0.048828125
13,24.0,0.0018133191751985578,76.0,0.0244140625
14,23.0,0.00175913760858748,77.0,0.01220703125
15,30.0,0.002258954546050518,70.0,0.006103515625
16,21.0,0.0016482096675645153,79.0,0.0030517578125
17,39.0,0.002895988704494812,-137.0,0.00152587890625
18,57.0,0.004169095218912844,-56.0,0.000762939453125
19,23.0,0.0017395809486515645,-22.0,0.0003814697265625
20,71.0,0.00527324501399562,-70.0,0.00019073486328125
21,17.0,0.0013176700517760764,83.0,9.5367431640625e-05
22,45.0,0.0036224705381755484,55.0,4.76837158203125e-05
23,32.0,0.0032406347640971944,-31.0,2.384185791015625e-05
24,20.0,0.0016055697365118249,80.0,1.1920928955078125e-05
25,25.0,0.0018883398061007028,-24.0,5.9604644775390625e-06
26,21.0,0.0015776774512232805,79.0,2.9802322387695312e-06
27,28.0,0.00210666907742052,-27.0,1.4901161193847656e-06
28,16.0,0.0012400846130731225,84.0,7.450580596923828e-07
29,18.0,0.0015978753131093981,82.0,3.725290298461914e-07
30,24.0,0.0018918664172815625,76.0,1.862645149230957e-07
31,26.0,0.0020790973926523293,74.0,9.313225746154785e-08
32,37.0,0.002954338083782204,-36.0,4.6566128730773926e-08
33,31.0,0.002423102250759257,-30.0,2.3283064365386963e-08
34,21.0,0.0015408083372676629,79.0,1.1641532182693481e-08
35,23.0,0.0017674732343948563,77.0,5.820766091346741e-09
36,18.0,0.0014305215981949004,82.0,2.9103830456733704e-09
37,17.0,0.0013215172634772898,83.0,1.4551915228366852e-09
38,21.0,0.0015706242293163086,79.0,7.275957614183426e-10
39,31.0,0.0023189069302134158,-30.0,3.637978807091713e-10
40,16.0,0.0012769537265739928,84.0,1.8189894035458565e-10
41,20.0,0.0015260606924130116,80.0,9.094947017729282e-11
42,14.0,0.0011108824155598995,86.0,4.547473508864641e-11
43,19.0,0.0014802147511545627,81.0,2.2737367544323206e-11
44,17.0,0.0013093344259687,83.0,1.1368683772161603e-11
45,16.0,0.0012320695882408472,84.0,5.6843418860808015e-12
46,19.0,0.0014520018648909172,-18.0,2.8421709430404007e-12
47,24.0,0.0017905565055116313,-23.0,1.4210854715202004e-12
48,18.0,0.0013974996968499909,82.0,7.105427357601002e-13
49,25.0,0.0020419076786311052,75.0,3.552713678800501e-13
50,14.0,0.0010919669580289337,86.0,1.7053025658242404e-13
51,18.0,0.0013785842388642777,82.0,8.526512829121202e-14
52,15.0,0.0010999819824064616,85.0,4.263256414560601e-14
53,17.0,0.0012625266817849479,83.0,2.842170943040401e-14
54,23.0,0.0015395259338220058,77.0,1.4210854715202004e-14
55,14.0,0.0009441699030503514,86.0,0.0
56,18.0,0.0012166807409812463,82.0,0.0
57,33.0,0.002077814989206672,-32.0,0.0
58,16.0,0.0010352205831622996,84.0,0.0
59,17.0,0.0012224515585330664,83.0,0.0
60,21.0,0.0013551803667724016,-20.0,0.0
61,19.0,0.0013224790664025932,-18.0,0.0
62,26.0,0.0018319140326639172,74.0,0.0
63,16.0,0.0010643952728059958,84.0,0.0
64,18.0,0.0013026018050368293,82.0,0.0
65,42.0,0.0030450681629190512,-338.0,0.0
66,21.0,0.0014548872736668272,-119.0,0.0
67,46.0,0.0030556479955521354,-144.0,0.0
68,15.0,0.0010140609178961313,85.0,0.0
69,15.0,0.0009868098345577891,-14.0,0.0
70,16.0,0.0010900433517235797,84.0,0.0
71,21.0,0.0015581207908326178,79.0,0.0
72,14.0,0.0010951729673251975,86.0,0.0
73,14.0,0.0010631128689055913,86.0,0.0
74,31.0,0.002344875610106101,-30.0,0.0
75,16.0,0.0012109099234294263,84.0,0.0
76,20.0,0.0015052216281219444,80.0,0.0
77,18.0,0.0016062109384620271,82.0,0.0
78,16.0,0.0013372267117119918,84.0,0.0
79,22.0,0.0014378954215317208,-21.0,0.0
80,21.0,0.0013442799331642163,79.0,0.0
81,21.0,0.0013452417360895197,-20.0,0.0
82,16.0,0.0010291291646353784,84.0,0.0
83,23.0,0.001442383834728389,-22.0,0.0
84,34.0,0.0021153253042029974,66.0,0.0
85,24.0,0.001519969273431343,-23.0,0.0
86,22.0,0.001623202791051881,78.0,0.0
87,25.0,0.0016068521408669767,-24.0,0.0
88,16.0,0.0010813871249411022,84.0,0.0
89,36.0,0.0022900528415448207,-332.0,0.0
90,27.0,0.0017062384463315539,-26.0,0.0
91,25.0,0.001595951706804044,-24.0,0.0
92,35.0,0.0022381154817594506,-34.0,0.0
93,20.0,0.0012743889183184365,80.0,0.0
94,16.0,0.0010377853909631085,84.0,0.0
95,17.0,0.0014087207318880246,83.0,0.0
96,19.0,0.0012423288198988303,-18.0,0.0
97,16.0,0.0010653570757312991,84.0,0.0
98,16.0,0.0010496476274965971,84.0,0.0
99,28.0,0.0018944312250823714,-126.0,0.0
100,20.0,0.0013080520220682956,80.0,0.0
101,26.0,0.0016764225547376554,-25.0,0.0
102,16.0,0.001106714602883585,84.0,0.0
103,23.0,0.001488229775986838,77.0,0.0
104,14.0,0.000930063459691155,86.0,0.0
105,17.0,0.0014417426327781868,83.0,0.0
106,15.0,0.0011666669875012303,85.0,0.0
107,20.0,0.0013022812040617282,-19.0,0.0
108,22.0,0.0014266743869484344,-120.0,0.0
109,19.0,0.0013494095487658342,-18.0,0.0
110,28.0,0.001787029894785519,-126.0,0.0
111,12.0,0.0008008612621779321,88.0,0.0
112,14.0,0.0009557115386087389,86.0,0.0
113,47.0,0.0029649179164152883,-244.0,0.0
114,66.0,0.004221032579152961,-560.0,0.0
115,16.0,0.0010477240216459904,84.0,0.0
116,12.0,0.0008306771537718305,88.0,0.0
117,27.0,0.0017318865252491378,-26.0,0.0
118,16.0,0.0010371441890129063,84.0,0.0
119,14.0,0.0009335900704172673,86.0,0.0
120,23.0,0.0014920769876880513,-22.0,0.0
121,20.0,0.0013154258449503686,80.0,0.0
122,14.0,0.0009351930757475202,86.0,0.0
123,16.0,0.0010560596474533668,84.0,0.0
124,21.0,0.001810433766877395,-20.0,0.0
125,12.0,0.0008197767206183926,88.0,0.0
126,14.0,0.0009326282674919639,86.0,0.0
127,17.0,0.0011358892929820286,83.0,0.0
128,23.0,0.0015109924461285118,-22.0,0.0
129,16.0,0.0010560596469986194,84.0,0.0
130,12.0,0.0008136853020914714,88.0,0.0
131,29.0,0.0018521118950047821,-127.0,0.0
132,15.0,0.0010114961100953224,85.0,0.0
133,17.0,0.001106394001908484,-16.0,0.0
134,25.0,0.0015882572834016173,-24.0,0.0
135,21.0,0.0014773293423786527,-20.0,0.0
136,35.0,0.00220765838821535,-133.0,0.0
137,16.0,0.0010425944060443726,84.0,0.0
138,17.0,0.0011205004452676803,-16.0,0.0
139,19.0,0.0012666944949160097,81.0,0.0
