step,reward,mean,median,std,max,min
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0
54,0.03333333333333333,0.0006060606060606061,0.0,0.004453617714151233,0.03333333333333333,0.0
55,0.0,0.0005952380952380952,0.0,0.004414403861366467,0.03333333333333333,0.0
56,0.0,0.0005847953216374269,0.0,0.004376207469911042,0.03333333333333333,0.0
57,0.0,0.0005747126436781609,0.0,0.004338985307626868,0.03333333333333333,0.0
58,0.0,0.0005649717514124294,0.0,0.004302696669979609,0.03333333333333333,0.0
59,0.0,0.0005555555555555556,0.0,0.004267303193260339,0.03333333333333333,0.0
60,0.0,0.000546448087431694,0.0,0.00423276868437969,0.03333333333333333,0.0
61,0.0,0.0005376344086021505,0.0,0.004199058965541212,0.03333333333333333,0.0
62,0.0,0.0005291005291005291,0.0,0.004166141732281382,0.03333333333333333,0.0
63,0.0,0.0005208333333333333,0.0,0.004133986423538423,0.03333333333333333,0.0
64,0.0,0.0005128205128205128,0.0,0.0041025641025641026,0.03333333333333333,0.0
65,0.019230769230769232,0.0007964257964257964,0.0,0.004669485386398671,0.03333333333333333,0.0
66,0.0,0.0007845388442403368,0.0,0.00463551348979702,0.03333333333333333,0.0
67,0.0,0.0007730015082956259,0.0,0.004602271603039785,0.03333333333333333,0.0
68,0.0,0.0007617985878855444,0.0,0.004569733980795577,0.03333333333333333,0.0
69,0.0,0.0007509157509157509,0.0,0.004537876129660653,0.03333333333333333,0.0
70,0.0,0.000740339472733839,0.0,0.0045066747310590185,0.03333333333333333,0.0
71,0.0,0.0007300569800569801,0.0,0.0044761075698598165,0.03333333333333333,0.0
72,0.0,0.0007200561995082543,0.0,0.004446153468218331,0.03333333333333333,0.0
73,0.0,0.0007103257103257103,0.0,0.0044167922241953594,0.03333333333333333,0.0
74,0.0,0.0007008547008547009,0.0,0.004388004554752956,0.03333333333333333,0.0
75,0.0,0.0006916329284750337,0.0,0.004359772042762912,0.03333333333333333,0.0
76,0.0,0.0006826506826506827,0.0,0.004332077087698812,0.03333333333333333,0.0
77,0.0,0.0006738987508218277,0.0,0.004304902859713163,0.03333333333333333,0.0
78,0.0,0.0006653683868873742,0.0,0.004278233256828669,0.03333333333333333,0.0
