steps,time,reward,delta,converged
1,0.030656186861506285,-4.161676646706587,0,False
2,0.019960296774115704,-4.882175226586103,100.0,False
3,0.009709721455692488,-3.4625,100.0,False
4,0.017244485823539435,-4.097560975609756,100.0,False
5,0.010287765032899188,-2.7251461988304095,100.0,False
6,0.01187762532117631,-3.5153061224489797,100.0,False
7,0.00531011412749649,-0.9772727272727273,100.0,False
8,0.00403187799747684,-3.9696969696969697,100.0,False
9,0.0016328208207596617,2.740740740740741,100.0,False
10,0.005778512168035377,-0.9787234042553191,100.0,False
11,0.007370937264113309,-2.6065573770491803,100.0,False
12,0.0018767981705423153,2.2580645161290325,100.0,False
13,0.0027722367244678026,1.1956521739130435,100.0,False
14,0.0024045073932938976,1.525,100.0,False
15,0.0033050755623662553,-4.5636363636363635,100.0,False
16,0.0012105893224543252,4.05,100.0,False
17,0.005772741350028809,-8.273684210526316,100.0,False
18,0.0017415045549569186,2.607142857142857,100.0,False
19,0.003920629455024027,-0.967741935483871,100.0,False
20,0.005010993408177455,-2.2435897435897436,100.0,False
21,0.002788907975627808,-3.255813953488372,100.0,False
22,0.0026792624385052477,-0.9523809523809523,100.0,False
23,0.003080654872519517,-5.083333333333333,100.0,False
24,0.0023955305659910664,-0.9459459459459459,100.0,False
25,0.009796604322673375,-10.886666666666667,100.0,False
26,0.0030928377095733595,-6.9,100.0,False
27,0.0008976827598417003,-0.8571428571428571,100.0,False
28,0.002127828742686688,-0.9428571428571428,100.0,False
29,0.006281855715315032,-7.7745098039215685,100.0,False
30,0.0018578827125566022,-0.9333333333333333,100.0,False
31,0.004738161969271459,-2.2278481012658227,100.0,False
32,0.0034961537503477302,-7.793103448275862,100.0,False
33,0.0012763125246237905,3.8095238095238093,100.0,False
34,0.0025167177382172667,-10.380952380952381,100.0,False
35,0.0012400846130731225,-0.9,100.0,False
36,0.0015670976185901964,-0.9230769230769231,100.0,False
37,0.0015167632636803319,3.04,100.0,False
38,0.0035006421635443985,-4.379310344827586,100.0,False
39,0.003402858862955327,-4.5,100.0,False
40,0.002094165638936829,-3.7714285714285714,100.0,False
41,0.001202894898597151,-0.8947368421052632,100.0,False
42,0.0009877716370283451,5.3125,100.0,False
43,0.0023852713343330834,-0.9487179487179487,100.0,False
44,0.0010435562085149286,4.9411764705882355,100.0,False
45,0.0012993957952858182,3.8095238095238093,100.0,False
46,0.0009201248290082731,5.733333333333333,100.0,False
47,0.002329166161871399,-6.157894736842105,100.0,False
