episode,length,time,reward,delta
0,99.0,0.00610456337034293,0.0,0.0
1,19.0,0.0012073833124759403,0.0,0.0
2,61.0,0.0038462500264699884,0.0,0.0
3,54.0,0.003439727976456197,0.0,0.0
4,40.0,0.0025074203098256476,0.0,0.0
5,28.0,0.0017238715005305494,0.0,0.0
6,190.0,0.011521437626072384,0.0,0.0
7,41.0,0.0024987640832137004,0.0,0.0
8,33.0,0.0020261982301690296,0.0,0.0
9,168.0,0.010047314293444742,0.0,0.0
10,7.0,0.000487634099386014,0.0,0.0
11,19.0,0.0012628472829874227,0.0,0.0
12,45.0,0.0027228641722558677,0.0,0.0
13,8.0,0.0005523954984596458,0.0,0.0
14,41.0,0.0024958786743241035,0.0,0.0
15,61.0,0.003880554331942676,0.0,0.0
16,17.0,0.0017517637863306845,0.0,0.0
17,46.0,0.004393195308239228,0.0,0.0
18,45.0,0.004418202185092923,0.0,0.0
19,75.0,0.005875974867421974,0.0,0.0
20,141.0,0.010429791269530142,0.0,0.0
21,25.0,0.0018120367716392138,0.0,0.0
22,58.0,0.003980581839471142,0.0,0.0
23,55.0,0.0035676477697847986,0.0,0.0
24,47.0,0.003096043719665431,0.0,0.0
25,73.0,0.0052838248466855475,0.0,0.0
26,147.0,0.011121968797795034,0.0,0.0
27,48.0,0.0031915828134856383,0.0,0.0
28,25.0,0.001761381815867935,0.0,0.0
29,9.0,0.000638316562685759,0.0,0.0
30,56.0,0.0036215087354207753,0.0,0.0
31,76.0,0.005070625191137879,0.0,0.0
32,33.0,0.002357379048476105,0.0,0.0
33,32.0,0.0023140979153595254,0.0,0.0
34,111.0,0.007307458268996925,0.0,0.0
35,98.0,0.006541863114932767,0.0,0.0
36,31.0,0.002009206377863393,0.0,0.0
37,26.0,0.0016491714708877225,0.0,0.0
38,30.0,0.0018617299244283458,0.0,0.0
39,96.0,0.005865715635934521,0.0,0.0
40,178.0,0.010928325802410654,0.0,0.0
41,86.0,0.0051956595756337265,0.0,0.0
42,48.0,0.002989283591432468,0.0,0.0
43,296.0,0.017788225095216603,0.0,0.0
44,38.0,0.002321151137095967,0.0,0.0
45,72.0,0.0043563261947952014,0.0,0.0
46,51.0,0.0031476604784188567,0.0,0.0
47,65.0,0.004076441534209607,0.0,0.0
48,112.0,0.006746727144786746,0.0,0.0
49,147.0,0.008848587207637593,0.0,0.0
50,85.0,0.005226757871241716,0.0,0.0
51,42.0,0.002553266250743036,0.0,0.0
52,35.0,0.0021323171564517907,0.0,0.0
53,28.0,0.0017168182788509512,0.0,0.0
54,22.0,0.001443345637994753,0.0,0.0
55,29.0,0.0018630123283855937,0.0,0.0
56,26.0,0.0016549422886100729,0.0,0.0
57,61.0,0.00369364395720595,0.0,0.0
58,79.0,0.004739444372830803,0.0,0.0
59,31.0,0.001950536397544056,0.0,0.0
60,140.0,0.008484705088733335,0.0,0.0
61,55.0,0.0033582953261088733,0.0,0.0
62,41.0,0.002639187314969149,0.0,0.0
63,163.0,0.009963316835182923,0.0,0.0
64,33.0,0.0020412664764535293,0.0,0.0
65,88.0,0.005769535340164111,0.0,0.0
66,52.0,0.00337432537537552,0.0,0.0
67,24.0,0.0015985165151164438,0.0,0.0
68,100.0,0.006048778798799503,0.0,0.0
69,17.0,0.001082990129987138,0.0,0.0
70,46.0,0.002832189108403327,0.0,0.0
71,183.0,0.010959744699050589,0.0,0.0
72,19.0,0.0012000094897643976,0.0,0.0
73,80.0,0.0048250448360818154,0.0,0.0
74,116.0,0.0069682624260281045,0.0,0.0
75,98.0,0.0059945972321884256,0.0,0.0
76,105.0,0.006311671607136304,0.0,0.0
77,37.0,0.002275625797039993,0.0,0.0
78,15.0,0.0009637265632704839,0.0,0.0
79,132.0,0.007945454230707583,0.0,0.0
80,14.0,0.0009005681690723577,0.0,0.0
81,109.0,0.006527436070541626,0.0,0.0
82,84.0,0.005067419181330024,0.0,0.0
83,10.0,0.0006626822375892516,0.0,0.0
84,87.0,0.005269077201376149,0.0,0.0
85,10.0,0.0006585144247992503,0.0,0.0
86,31.0,0.0019027668506055306,0.0,0.0
87,73.0,0.0044255760077476225,0.0,0.0
88,10.0,0.0006719796662082445,0.0,0.0
89,45.0,0.0027712749211445953,0.0,0.0
