episode,length,time,reward,delta
0,45.0,0.002960429502536499,0.0,0.0
1,142.0,0.00883448076433524,0.0,0.0
2,261.0,0.0161223823729415,0.0,0.0
3,41.0,0.0026199512558378046,0.0,0.0
4,181.0,0.011130945625382083,0.0,0.0
5,500.0,0.030660354674409973,0.0,0.0
6,106.0,0.006529039075303444,0.0,0.0
7,52.0,0.003272694862971548,0.0,0.0
8,408.0,0.02493057385663633,0.0,0.0
9,33.0,0.002114042900302593,0.0,0.0
10,137.0,0.008444309364676883,0.0,0.0
11,297.0,0.018168457864476295,0.0,0.0
12,183.0,0.01129445212814062,0.0,0.0
13,388.0,0.023820332642799258,0.0,0.0
14,123.0,0.007646654112022588,0.0,0.0
15,321.0,0.019979212232101418,0.0,0.0
16,50.0,0.0031624081238987856,0.0,0.0
17,49.0,0.003140927857657516,0.0,0.0
18,169.0,0.010469225190718134,0.0,0.0
19,59.0,0.003752955139589176,0.0,0.0
20,127.0,0.007814969629407642,0.0,0.0
21,377.0,0.023220167597401087,0.0,0.0
22,134.0,0.008507788359793267,0.0,0.0
23,106.0,0.006543786720840217,0.0,0.0
24,72.0,0.004602868352776568,0.0,0.0
25,157.0,0.009674134746092022,0.0,0.0
26,286.0,0.017485898365748653,0.0,0.0
27,497.0,0.032793954234875855,0.0,0.0
28,500.0,0.03170807869582859,0.0,0.0
29,500.0,0.032261435997497756,0.0,0.0
30,163.0,0.010359579653822948,0.0,0.0
31,77.0,0.005920217803577543,0.0,0.0
32,121.0,0.009050565828829349,0.0,0.0
33,337.0,0.023634063469899047,0.0,0.0
34,133.0,0.008575114566838238,0.0,0.0
35,500.0,0.031395172133898086,0.0,0.0
36,162.0,0.010944355851734144,0.0,0.0
37,138.0,0.00853407764043368,0.0,0.0
38,326.0,0.019961258576813634,0.0,0.0
39,145.0,0.009095449966707747,0.0,0.0
40,70.0,0.004374921051976344,0.0,0.0
41,500.0,0.030636630201342996,0.0,0.0
42,31.0,0.0020130535897351365,0.0,0.0
43,66.0,0.004160118391610013,0.0,0.0
44,65.0,0.004066823504672357,0.0,0.0
45,108.0,0.006719155460132242,0.0,0.0
46,28.0,0.0018652565354386752,0.0,0.0
47,89.0,0.005520428374211406,0.0,0.0
48,213.0,0.013132136978811104,0.0,0.0
49,195.0,0.012012277735266252,0.0,0.0
50,95.0,0.00594490407934245,0.0,0.0
51,289.0,0.01786388692789842,0.0,0.0
52,332.0,0.0205598206173363,0.0,0.0
53,82.0,0.005120959546047743,0.0,0.0
54,41.0,0.0025978297878737067,0.0,0.0
55,155.0,0.009602961327118464,0.0,0.0
56,82.0,0.005123524353848552,0.0,0.0
57,295.0,0.018203082770924084,0.0,0.0
58,266.0,0.016465425427895752,0.0,0.0
59,53.0,0.003422415523118616,0.0,0.0
60,237.0,0.014758225178638895,0.0,0.0
61,226.0,0.01885197916612924,0.0,0.0
62,19.0,0.0012981133913854137,0.0,0.0
63,485.0,0.029690216091466937,0.0,0.0
64,126.0,0.007830358476667243,0.0,0.0
65,162.0,0.010098610451223067,0.0,0.0
66,241.0,0.015023362193687717,0.0,0.0
67,90.0,0.005616608669924972,0.0,0.0
68,116.0,0.008212194250745597,0.0,0.0
69,47.0,0.002983192172678173,0.0,0.0
70,500.0,0.03071421564004595,0.0,0.0
71,284.0,0.017450311656148187,0.0,0.0
72,228.0,0.014060276832651653,0.0,0.0
73,57.0,0.0035391142819207744,0.0,0.0
74,199.0,0.012249201863824055,0.0,0.0
75,500.0,0.030739863718963534,0.0,0.0
76,260.0,0.016005683614139343,0.0,0.0
77,127.0,0.007885501846203624,0.0,0.0
78,127.0,0.007939683413042076,0.0,0.0
79,299.0,0.018531698781316663,0.0,0.0
80,181.0,0.011154990699424161,0.0,0.0
81,292.0,0.0179036414501752,0.0,0.0
82,145.0,0.008925531444219814,0.0,0.0
83,175.0,0.010813550649345416,0.0,0.0
84,98.0,0.006104242769197299,0.0,0.0
85,333.0,0.020568797445093878,0.0,0.0
86,317.0,0.0195544159257679,0.0,0.0
87,180.0,0.011236102748625854,0.0,0.0
88,146.0,0.009007284695599083,0.0,0.0
89,115.0,0.007139783953562073,0.0,0.0
90,195.0,0.011971882011266644,0.0,0.0
91,500.0,0.030830273196897906,0.0,0.0
92,84.0,0.005400844206405964,0.0,0.0
93,69.0,0.004455391899227834,0.0,0.0
94,72.0,0.004569846451204285,0.0,0.0
95,152.0,0.00957410723844987,0.0,0.0
96,75.0,0.0047987555553845596,0.0,0.0
97,72.0,0.004637172658476629,0.0,0.0
98,256.0,0.016192914589964857,0.0,0.0
99,146.0,0.009321794262632466,0.0,0.0
100,176.0,0.011213660679686654,0.0,0.0
101,85.0,0.005473941231457502,0.0,0.0
102,206.0,0.013050704328179563,0.0,0.0
103,32.0,0.0020839064075062197,0.0,0.0
104,46.0,0.0029703681334467547,0.0,0.0
105,326.0,0.020454663493865155,0.0,0.0
106,426.0,0.026856103377213003,0.0,0.0
107,99.0,0.006262299055151743,0.0,0.0
108,229.0,0.01450655340454432,0.0,0.0
109,28.0,0.0018460204762504873,0.0,0.0
110,58.0,0.0037295512677246734,0.0,0.0
111,89.0,0.005703812138108333,0.0,0.0
