steps,time,reward,delta,converged
1,0.02450385394422483,-3.262086513994911,99.99960980151569,False
2,0.014061238635349582,-2.293859649122807,99.99960980151569,False
3,0.0056464245612914965,-0.9782608695652174,99.99960980151569,False
4,0.002347761018882011,1.7297297297297298,99.99960980151569,False
5,0.0042585428941492864,0.4852941176470588,99.99960980151569,False
6,0.0025218473538188846,1.4634146341463414,99.99960980151569,False
7,0.0038331053860929387,0.6290322580645161,99.99960980151569,False
8,0.002477604418345436,1.525,99.99960980151569,False
9,0.002016259599258774,2.15625,99.99960980151569,False
10,0.002509343915789941,1.4634146341463414,99.99960980151569,False
11,0.002508702713839739,1.4634146341463414,99.99960980151569,False
12,0.0047708632691865205,0.2948717948717949,99.99960980151569,False
13,0.003181002981364145,-4.769230769230769,99.99960980151569,False
14,0.0028584783890437393,1.1956521739130435,99.99960980151569,False
15,0.0014731615297023382,3.2083333333333335,99.99960980151569,False
16,0.0011615373714448651,4.315789473684211,99.99960980151569,False
17,0.0016440418548882008,2.740740740740741,99.99960980151569,False
18,0.0013814696476401878,3.590909090909091,99.99960980151569,False
19,0.0013465241404446715,-0.9090909090909091,99.99960980151569,False
20,0.0008960797554209421,6.214285714285714,99.99960980151569,False
21,0.001249061440830701,4.05,99.99960980151569,False
22,0.0007938080407257075,6.769230769230769,99.99960980151569,False
23,0.0015930662984828814,2.8846153846153846,99.99960980151569,False
24,0.001152881145117135,4.315789473684211,99.99960980151569,False
25,0.0008069526811596006,6.769230769230769,99.99960980151569,False
26,0.0009191630265377171,5.733333333333333,99.99960980151569,False
27,0.0008050290753089939,6.769230769230769,99.99960980151569,False
28,0.0007966934499563649,6.769230769230769,99.99960980151569,False
29,0.0012695799036919198,-0.9047619047619048,99.99960980151569,False
30,0.0007941286417008087,6.769230769230769,99.99960980151569,False
31,0.0008018230655579828,6.769230769230769,99.99960980151569,False
32,0.0009393608884238347,5.733333333333333,99.99960980151569,False
33,0.000829394749871426,6.769230769230769,99.99960980151569,False
34,0.0012163601400061452,4.05,99.99960980151569,False
35,0.0016946968107731664,-0.9259259259259259,99.99960980151569,False
36,0.0014321246035251534,-0.9090909090909091,99.99960980151569,False
37,0.0009711003858683398,5.733333333333333,99.99960980151569,False
38,0.0009191630265377171,5.733333333333333,99.99960980151569,False
39,0.0007966934499563649,6.769230769230769,99.99960980151569,False
40,0.001168269992376736,-0.8947368421052632,99.99960980151569,False
41,0.0009159570163319586,5.733333333333333,99.99960980151569,False
42,0.000805349676284095,6.769230769230769,99.99960980151569,False
43,0.000795090444626112,6.769230769230769,99.99960980151569,False
44,0.0007944492431306571,6.769230769230769,99.99960980151569,False
45,0.0014353306132761645,-0.9130434782608695,99.99960980151569,False
46,0.0016847581800902844,4.9411764705882355,99.99960980151569,False
47,0.0013542185638470983,4.315789473684211,99.99960980151569,False
48,0.0008011818631530332,6.769230769230769,99.99960980151569,False
49,0.0008091968879853084,6.769230769230769,99.99960980151569,False
50,0.0010361823856328556,5.3125,99.99960980151569,False
51,0.0009095449968299363,5.733333333333333,99.99960980151569,False
52,0.0018735921612460515,-0.9354838709677419,99.99960980151569,False
53,0.0011163326325913658,-6.388888888888889,99.99960980151569,False
54,0.0014023087114765076,3.8095238095238093,99.99960980151569,False
55,0.000821059124518797,6.769230769230769,99.99960980151569,False
56,0.000826509341095516,6.769230769230769,99.99960980151569,False
57,0.0009855274302026373,5.733333333333333,99.99960980151569,False
58,0.0009467347108511603,5.733333333333333,99.99960980151569,False
59,0.0008691492726029537,6.769230769230769,99.99960980151569,False
60,0.0011134472238154558,-0.8888888888888888,99.99960980151569,False
61,0.0011099206130893435,4.9411764705882355,99.99960980151569,False
62,0.0009836038243520306,5.733333333333333,99.99960980151569,False
63,0.0007960522480061627,6.769230769230769,99.99960980151569,False
64,0.0008011818636077805,6.769230769230769,99.99960980151569,False
65,0.0013692868105863454,-0.9090909090909091,99.99960980151569,False
66,0.0008970415583462454,6.214285714285714,99.99960980151569,False
67,0.001207383312703314,6.769230769230769,99.99960980151569,False
68,0.0016841169781400822,-0.9230769230769231,99.99960980151569,False
69,0.0008136853020914714,6.769230769230769,99.99960980151569,False
70,0.0009056977851287229,6.769230769230769,99.99960980151569,False
71,0.0010547772435529623,5.3125,99.99960980151569,False
72,0.0008794085042609368,6.769230769230769,99.99960980151569,False
73,0.0010374647899880074,5.733333333333333,99.99960980151569,False
74,0.0008960797554209421,6.769230769230769,99.99960980151569,False
75,0.0016001195203898533,-0.92,99.99960980151569,False
76,0.0015677388205403986,-0.9130434782608695,99.99960980151569,False
77,0.0010047634891634516,5.733333333333333,99.99960980151569,False
78,0.0009525055288577278,5.733333333333333,99.99960980151569,False
79,0.0009694973809928342,5.733333333333333,99.99960980151569,False
80,0.0011487133319860732,4.315789473684211,99.99960980151569,False
81,0.000789640228049393,6.769230769230769,99.99960980151569,False
82,0.0027722367244678026,-7.555555555555555,99.99960980151569,False
83,0.0008223415284192015,6.769230769230769,99.99960980151569,False
84,0.0008560046317143133,6.769230769230769,99.99960980151569,False
85,0.0013683250072062947,-0.9047619047619048,99.99960980151569,False
86,0.0008059908782342973,6.769230769230769,99.99960980151569,False
87,0.0009172394206871104,5.733333333333333,99.99960980151569,False
88,0.0008220209278988477,6.769230769230769,99.99960980151569,False
89,0.0008072732821347017,6.769230769230769,99.99960980151569,False
90,0.0008524780214429484,6.769230769230769,99.99960980151569,False
91,0.0009284604548156494,5.733333333333333,99.99960980151569,False
92,0.0008136853020914714,6.769230769230769,99.99960980151569,False
93,0.0008021436665330839,6.769230769230769,99.99960980151569,False
94,0.0009476965137764637,5.733333333333333,99.99960980151569,False
95,0.0009326282674919639,5.733333333333333,99.99960980151569,False
96,0.0007941286417008087,6.769230769230769,99.99960980151569,False
97,0.000795090444626112,6.769230769230769,99.99960980151569,False
98,0.0010015574794124404,5.3125,99.99960980151569,False
99,0.0008970415583462454,6.769230769230769,99.99960980151569,False
100,0.001550426367430191,-0.92,99.99960980151569,False
101,0.0008091968879853084,6.769230769230769,99.99960980151569,False
102,0.0009768712034201599,5.3125,99.99960980151569,False
103,0.0007986170553522243,6.769230769230769,99.99960980151569,False
104,0.0017408633530067164,-0.9285714285714286,99.99960980151569,False
105,0.0008085556860351062,6.769230769230769,99.99960980151569,False
106,0.0009127510065809474,5.733333333333333,99.99960980151569,False
107,0.0012734271153931331,3.8095238095238093,99.99960980151569,False
108,0.0008085556860351062,6.769230769230769,99.99960980151569,False
109,0.0007934874397506064,6.769230769230769,99.99960980151569,False
110,0.0007918844353298482,6.769230769230769,99.99960980151569,False
111,0.000908903794879734,5.733333333333333,99.99960980151569,False
112,0.002258954546050518,-6.764705882352941,99.99960980151569,False
113,0.0010265643563798221,5.733333333333333,99.99960980151569,False
114,0.0008127234987114207,6.769230769230769,99.99960980151569,False
115,0.000795090444626112,6.769230769230769,99.99960980151569,False
116,0.0007998994592526287,6.769230769230769,99.99960980151569,False
117,0.001402629312906356,-5.217391304347826,99.99960980151569,False
118,0.000854081026318454,6.769230769230769,99.99960980151569,False
119,0.0007941286417008087,6.769230769230769,99.99960980151569,False
120,0.0007925256368253031,6.769230769230769,99.99960980151569,False
121,0.0009294222577409528,5.733333333333333,99.99960980151569,False
122,0.0007960522475514153,6.769230769230769,99.99960980151569,False
123,0.0014561696775672317,-5.217391304347826,99.99960980151569,False
124,0.002135202565114014,-3.8529411764705883,99.99960980151569,False
125,0.0010166257256969402,5.3125,99.99960980151569,False
126,0.0008072732821347017,6.769230769230769,99.99960980151569,False
127,0.0009813596175263228,5.733333333333333,99.99960980151569,False
128,0.0008175325137926848,6.769230769230769,99.99960980151569,False
129,0.0009198042284879193,5.733333333333333,99.99960980151569,False
130,0.000792205035850202,6.769230769230769,99.99960980151569,False
131,0.0007934874397506064,6.769230769230769,99.99960980151569,False
132,0.0008008612626326794,6.769230769230769,99.99960980151569,False
133,0.0008531192233931506,6.214285714285714,99.99960980151569,False
134,0.0009214072333634249,5.733333333333333,99.99960980151569,False
135,0.0008043878729040443,6.769230769230769,99.99960980151569,False
136,0.0008059908782342973,6.769230769230769,99.99960980151569,False
137,0.0013195936571719358,3.8095238095238093,99.99960980151569,False
138,0.0009332694694421662,5.733333333333333,99.99960980151569,False
139,0.0007960522480061627,6.769230769230769,99.99960980151569,False
140,0.0009698179819679353,5.733333333333333,99.99960980151569,False
141,0.0017273981115977222,-0.9259259259259259,99.99960980151569,False
142,0.0009210866323883238,5.733333333333333,99.99960980151569,False
143,0.0008954385530159925,6.214285714285714,99.99960980151569,False
144,0.0016350650275853695,-0.9259259259259259,99.99960980151569,False
145,0.0015869748799559602,-0.92,99.99960980151569,False
146,0.0011509575392665283,-0.8947368421052632,99.99960980151569,False
147,0.0007902814299995953,6.769230769230769,99.99960980151569,False
148,0.00082266212984905,6.769230769230769,99.99960980151569,False
149,0.001324723273228301,-0.9047619047619048,99.99960980151569,False
150,0.0008300359522763756,6.769230769230769,99.99960980151569,False
151,0.0011878266523126513,-0.8947368421052632,99.99960980151569,False
152,0.0008415775878347631,6.769230769230769,99.99960980151569,False
153,0.0009204454299833742,5.733333333333333,99.99960980151569,False
154,0.00250325249726302,-5.780487804878049,99.99960980151569,False
155,0.0007915638338999997,6.769230769230769,99.99960980151569,False
156,0.001030732169510884,4.9411764705882355,99.99960980151569,False
157,0.0013878816675969574,-0.9130434782608695,99.99960980151569,False
158,0.0007941286417008087,6.769230769230769,99.99960980151569,False
159,0.001218283745856752,-0.9,99.99960980151569,False
160,0.001407758928507974,-0.9130434782608695,99.99960980151569,False
161,0.0008072732821347017,6.769230769230769,99.99960980151569,False
162,0.0008043878733587917,6.769230769230769,99.99960980151569,False
163,0.0013285704849295144,-0.9047619047619048,99.99960980151569,False
164,0.0009223690362887282,5.733333333333333,99.99960980151569,False
165,0.0008261887405751622,6.769230769230769,99.99960980151569,False
166,0.0008059908786890446,6.769230769230769,99.99960980151569,False
167,0.0007966934499563649,6.769230769230769,99.99960980151569,False
168,0.0009297428587160539,5.733333333333333,99.99960980151569,False
169,0.0008239445332947071,6.769230769230769,99.99960980151569,False
170,0.0007925256368253031,6.769230769230769,99.99960980151569,False
171,0.0007941286417008087,6.769230769230769,99.99960980151569,False
172,0.0013513331550711882,-0.9090909090909091,99.99960980151569,False
173,0.0009569939425091434,5.733333333333333,99.99960980151569,False
174,0.000852478020988201,6.769230769230769,99.99960980151569,False
175,0.0008178531147677859,6.769230769230769,99.99960980151569,False
176,0.0007954110456012131,6.769230769230769,99.99960980151569,False
177,0.0009101861987801385,5.733333333333333,99.99960980151569,False
178,0.0011487133319860732,4.315789473684211,99.99960980151569,False
179,0.0008646608584967908,6.769230769230769,99.99960980151569,False
180,0.0009130716075560485,5.733333333333333,99.99960980151569,False
181,0.0008374097751584486,6.769230769230769,99.99960980151569,False
182,0.000813685301636724,6.769230769230769,99.99960980151569,False
183,0.000792205035850202,6.769230769230769,99.99960980151569,False
184,0.0012557940613078244,-0.9,99.99960980151569,False
185,0.0011980858839706343,4.315789473684211,99.99960980151569,False
186,0.0009909776467793563,5.733333333333333,99.99960980151569,False
187,0.0010752957059594337,4.9411764705882355,99.99960980151569,False
188,0.0017283599145230255,-0.9259259259259259,99.99960980151569,False
189,0.000981680218501424,5.733333333333333,99.99960980151569,False
190,0.001053815440627659,-0.8823529411764706,99.99960980151569,False
191,0.000927178050915245,5.733333333333333,99.99960980151569,False
192,0.001044838612415333,-0.875,99.99960980151569,False
193,0.0007909226319497975,6.769230769230769,99.99960980151569,False
194,0.0010605480611047824,4.9411764705882355,99.99960980151569,False
195,0.0009188424251078686,5.733333333333333,99.99960980151569,False
196,0.0008027848684832861,6.769230769230769,99.99960980151569,False
197,0.0008249063366747578,6.769230769230769,99.99960980151569,False
198,0.0008890265335139702,6.769230769230769,99.99960980151569,False
199,0.0008329213610522856,6.769230769230769,99.99960980151569,False
200,0.0007989376567820727,6.769230769230769,99.99960980151569,False
201,0.0009268574499401439,5.733333333333333,99.99960980151569,False
202,0.000919804228033172,5.733333333333333,99.99960980151569,False
203,0.0011746820118787582,-0.8947368421052632,99.99960980151569,False
204,0.0008537604253433528,6.769230769230769,99.99960980151569,False
205,0.0017023912346303405,-0.9259259259259259,99.99960980151569,False
206,0.0008124028981910669,6.769230769230769,99.99960980151569,False
207,0.0008274711440208193,6.769230769230769,99.99960980151569,False
208,0.0009194836270580709,5.733333333333333,99.99960980151569,False
209,0.0008063114792093984,6.769230769230769,99.99960980151569,False
210,0.001407758928507974,-0.9130434782608695,99.99960980151569,False
211,0.0008678668687025493,6.214285714285714,99.99960980151569,False
212,0.0008194561196432915,6.769230769230769,99.99960980151569,False
213,0.0009467347108511603,5.733333333333333,99.99960980151569,False
214,0.0009297428587160539,5.733333333333333,99.99960980151569,False
215,0.0007944492426759098,6.769230769230769,99.99960980151569,False
216,0.0007992582577571739,6.769230769230769,99.99960980151569,False
217,0.0008059908782342973,6.769230769230769,99.99960980151569,False
218,0.0008588900409449707,6.214285714285714,99.99960980151569,False
219,0.0009226896372638294,5.733333333333333,99.99960980151569,False
220,0.0007941286417008087,6.769230769230769,99.99960980151569,False
221,0.001544655549878371,-0.92,99.99960980151569,False
222,0.0008075938831098028,6.769230769230769,99.99960980151569,False
223,0.0007954110456012131,6.769230769230769,99.99960980151569,False
224,0.0007966934495016176,6.769230769230769,99.99960980151569,False
225,0.0009169188192572619,5.733333333333333,99.99960980151569,False
226,0.0007938080407257075,6.769230769230769,99.99960980151569,False
227,0.0017485577764091431,2.740740740740741,99.99960980151569,False
228,0.0014824589584350178,5.733333333333333,99.99960980151569,False
229,0.000971741587818542,6.769230769230769,99.99960980151569,False
230,0.0009480171152063122,5.733333333333333,99.99960980151569,False
231,0.0008050290753089939,6.769230769230769,99.99960980151569,False
232,0.0010195111349275976,5.3125,99.99960980151569,False
233,0.0008027848684832861,6.769230769230769,99.99960980151569,False
234,0.0008040672719289432,6.769230769230769,99.99960980151569,False
235,0.0008374097751584486,6.769230769230769,99.99960980151569,False
236,0.0010403501987639174,-0.8823529411764706,99.99960980151569,False
