episode,length,time,reward,delta
0,500.0,0.0319700097011264,-3570.0,-0.44710512910485956
1,500.0,0.030972940635820123,-1887.0,-0.6284888437089089
2,181.0,0.011634289172889112,-972.0,100.00007648329192
3,500.0,0.03101654236934337,-1788.0,-0.28537253287178466
4,171.0,0.010495835073015769,-665.0,90.00006883496273
5,264.0,0.016221768678860826,-560.0,81.00006195146646
6,98.0,0.006148485705580242,-493.0,72.90005575631982
7,82.0,0.005129615772602847,18.0,65.61005018068784
8,68.0,0.0042142999582210905,32.0,59.04904516261905
9,140.0,0.008779016793596384,-337.0,53.144140646357144
10,138.0,0.008568702547108842,-830.0,47.82972658172143
11,164.0,0.010419532037758472,-658.0,43.04675392354929
12,76.0,0.004697445643614628,-174.0,38.74207853119436
13,91.0,0.005758955507644714,-288.0,34.86787067807492
14,54.0,0.00336406614360385,-53.0,31.381083610267424
15,165.0,0.010229095052181947,-560.0,28.242975249240686
16,96.0,0.005961575330729829,-392.0,25.418677724316623
17,274.0,0.01679147663026015,-1164.0,22.876809951884965
18,22.0,0.0014122473426141369,78.0,20.58912895669647
19,40.0,0.002501970092907868,60.0,18.53021606102682
20,35.0,0.002204452378464339,-232.0,16.677194454924134
21,65.0,0.004104333820123429,-163.0,15.009475009431725
22,55.0,0.003449666607139079,-153.0,13.508527508488555
23,86.0,0.005299854895838507,-382.0,12.157674757639697
24,33.0,0.0020803797965527338,-32.0,10.941907281875729
25,90.0,0.005696758916656108,-287.0,9.847716553688159
26,20.0,0.001283365746076015,-19.0,8.862944898319341
27,55.0,0.003438766173530894,-54.0,7.9766504084874015
28,108.0,0.006657279469891364,-404.0,7.17898536763866
29,33.0,0.0020733265751005092,-32.0,6.461086830874791
30,116.0,0.0071340131357828795,-412.0,5.814978147787315
31,32.0,0.001998305944198364,68.0,5.233480333008586
32,37.0,0.002417010832232336,63.0,4.710132299707723
33,18.0,0.0012843275490013184,82.0,4.239119069736944
34,70.0,0.0044239730032131774,-168.0,3.815207162763244
35,19.0,0.001237199203842465,-18.0,3.4336864464869166
36,36.0,0.0022759463981856243,-35.0,3.090317801838225
37,35.0,0.0022656871665276412,65.0,2.7812860216544095
38,19.0,0.0012112305244045274,81.0,2.5031574194889714
39,30.0,0.0019159114908688935,70.0,2.2528416775400757
40,38.0,0.0025237709601242386,-235.0,2.027557509786064
41,52.0,0.003269809454195638,-150.0,1.8248017588074532
42,16.0,0.0010448386128700804,84.0,1.6423215829267122
43,72.0,0.0044425678602237895,-368.0,1.4780894246340353
44,28.0,0.001777091264102637,-27.0,1.330280482170636
45,20.0,0.0013885228695471596,80.0,1.1972524339535653
46,21.0,0.0013991027017254964,-20.0,1.0775271905582144
47,43.0,0.0027549242709028476,-141.0,0.9697744715023902
48,29.0,0.0018761569685921131,71.0,0.8727970243521526
49,39.0,0.002461894970110734,-137.0,0.7855173219169416
50,31.0,0.0019800316881628532,69.0,0.7069655897252431
51,29.0,0.00180818955959694,-28.0,0.6362690307527146
52,20.0,0.0012811215392503073,80.0,0.5726421276774403
53,27.0,0.0017392603476764634,-26.0,0.515377914909692
54,79.0,0.004900706668649946,-672.0,0.46384012341871994
55,15.0,0.0009855274306573847,85.0,0.4174561110768451
56,34.0,0.0021204549202593626,66.0,0.3757104999691592
57,15.0,0.0010018780803875416,85.0,0.3381394499722461
58,24.0,0.0015180456680354837,-23.0,0.30432550497502575
59,32.0,0.0020412664762261556,-130.0,0.2738929544775175
60,77.0,0.004800679161235166,-571.0,0.24650365902977
61,30.0,0.0019518188014444604,-128.0,0.2218532931267987
62,21.0,0.0013503713521458849,-20.0,0.19966796381412166
63,91.0,0.005625906098430278,-783.0,0.17970116743271092
64,20.0,0.0013019606035413744,80.0,0.16173105068943983
65,18.0,0.0011621785733950674,82.0,0.14555794562049584
66,32.0,0.002153156220629171,-229.0,0.13100215105845336
67,38.0,0.0023567378466395894,-136.0,0.11790193595260234
68,28.0,0.0017863886928353168,-126.0,0.10611174235734211
69,86.0,0.005327105979631597,-580.0,0.0955005681216079
70,39.0,0.002475680812040082,-236.0,0.08595051130944853
71,16.0,0.0010621510655255406,84.0,0.07735546017850936
72,12.0,0.0008749200901547738,88.0,0.06961991416065416
73,14.0,0.000981680218501424,86.0,0.06265792274459159
74,62.0,0.0038254109622357646,-259.0,0.05639213047012959
75,15.0,0.000982000819476525,85.0,0.050752917423110944
76,12.0,0.0007893196270742919,88.0,0.045677625680795586
77,18.0,0.0011560871548681462,82.0,0.04110986311272313
78,24.0,0.0015263812933881127,-23.0,0.03699887680144798
79,28.0,0.0017764500621524348,72.0,0.03329898912130602
80,20.0,0.0013026018054915767,-19.0,0.029969090209178262
81,16.0,0.0010836313322215574,84.0,0.026972181188256172
82,27.0,0.001749840180764295,-26.0,0.024274963069430555
83,31.0,0.0020348544567241333,-129.0,0.021847466762494605
84,45.0,0.0028248152857486275,-341.0,0.019662720086245145
85,13.0,0.0008617754497208807,87.0,0.017696448077614946
86,12.0,0.0008069526811596006,88.0,0.015926803269849188
87,43.0,0.002677980034150096,-339.0,0.014334122942869953
88,43.0,0.0026770182312247925,-339.0,0.012900710648580116
89,92.0,0.005775306158284366,-784.0,0.011610639583722104
90,38.0,0.0023987365757420775,-235.0,0.01044957562534421
91,25.0,0.0016071727413873305,-123.0,0.009404618062802683
92,56.0,0.00351122199663223,-451.0,0.008464156256522415
93,14.0,0.0009351930752927728,86.0,0.007617740630877279
94,29.0,0.0019123848801427812,-28.0,0.006855966567783867
95,42.0,0.0026346989011472033,-140.0,0.006170369911004059
96,62.0,0.0038363113962986972,-259.0,0.005553332919902232
97,26.0,0.0016296148105539032,-124.0,0.004997999627917693
98,62.0,0.003862280075736635,-358.0,0.0044981996651216605
99,66.0,0.004154668174578546,-362.0,0.0040483796986166
100,33.0,0.0020768531858266215,-32.0,0.0036435417287492555
101,36.0,0.002207978989190451,-35.0,0.003279187555875751
102,22.0,0.001405194120707165,78.0,0.002951268800288176
103,66.0,0.004075479731454834,-461.0,0.002656141920255095
104,38.0,0.0023493640237575164,-136.0,0.0023905277282239012
105,12.0,0.0008005406616575783,88.0,0.002151474955397248
106,27.0,0.0017552903973410139,-26.0,0.0019363274598589442
107,24.0,0.0015228546826620004,-23.0,0.0017426947138687865
108,14.0,0.0009137128095062508,86.0,0.0015684252424819078
109,12.0,0.0007829076071175223,88.0,0.001411582718233717
110,23.0,0.0014427044361582375,-22.0,0.00127042444640324
111,18.0,0.0011342862876517756,82.0,0.0011433820017572316
112,29.0,0.0018097925649271929,-28.0,0.0010290438015800873
113,17.0,0.001090684553673782,83.0,0.0009261394214234997
114,17.0,0.0011003025833815627,83.0,0.0008335254792797286
115,12.0,0.0007973346514518198,88.0,0.0007501729313474925
116,23.0,0.0014619404955737991,-22.0,0.0006751556382198487
117,41.0,0.002582440940386732,-139.0,0.0006076400743921795
118,14.0,0.000922689636809082,86.0,0.0005468760669486983
119,28.0,0.0017508019836895983,-126.0,0.0004921884602566706
